IdCabms,Descripcion,IdNivel,Partida1,Partida2,Estatus,Ccop,Pcontable,Descpartida,Historico_Clave_Cabm
C2730100029,CAÑA DE PESCAR,5,2703,2730,,27300029,1.1.5.1.6,,C120000016
C2730100027,CANGURO (PORTABEBE),5,2703,2730,,27300027,1.1.5.1.6,,C120000018
C2730100028,CANTINPLORA,5,2703,2730,,27300028,1.1.5.1.6,,C120000020
C2730100030,CARETA DEPORTIVA,5,2703,2730,,27300030,1.1.5.1.6,,C120000022
C2730100031,CASCO DEPORTIVO,5,2703,2730,,27300031,1.1.5.1.6,,C120000024
C2730100034,CHAPOTEADERO (ALBERCA PORTATIL),5,2703,2730,,27300034,1.1.5.1.6,,C120000026
C2730100035,CINTURON ALPINISTA,5,2703,2730,,27300035,1.1.5.1.6,,C120000028
C2730100039,CUBILETE,5,2703,2730,,27300039,1.1.5.1.6,,C120000032
C2730100040,DISCO LANZAMIENTO,5,2703,2730,,27300040,1.1.5.1.6,,C120000034
C2730100042,ESPINILLERA RODILLERA Y DEMAS PROTECTORES,5,2703,2730,,27300042,1.1.5.1.6,,C120000036
C2730100043,FLECHA,5,2703,2730,,27300043,1.1.5.1.6,,C120000038
C2730100085,GOGLES,5,2703,2730,,27300045,1.1.5.1.6,,C120000040
C2730100046,GUANTE DEPORTIVO,5,2703,2730,,27300046,1.1.5.1.6,,C120000042
C2730100047,HAMACA,5,2703,2730,,27300047,1.1.5.1.6,,C120000044
C2730100049,JUEGO PATINES,5,2703,2730,,27300049,1.1.5.1.6,,C120000046
C2730100050,JUEGO PELOTAS (TENIS PING-PONG BASE-BALL ETC.),5,2703,2730,,27300050,1.1.5.1.6,,C120000048
C2730100052,LONCHERA,5,2703,2730,,27300052,1.1.5.1.6,,C120000050
C2730100062,PETACA,5,2703,2730,,27300062,1.1.5.1.6,,C120000054
C2730100065,RAQUETA,5,2703,2730,,27300065,1.1.5.1.6,,C120000056
C2730100066,RED,5,2703,2730,,27300066,1.1.5.1.6,,C120000058
C2730100068,RESORTERA,5,2703,2730,,27300068,1.1.5.1.6,,C120000060
C2730100069,ROMPECABEZAS (JUEGO DE),5,2703,2730,,27300069,1.1.5.1.6,,C120000062
C2730100070,SEÑUELO,5,2703,2730,,27300070,1.1.5.1.6,,C120000064
C2730100073,SPIKES,5,2703,2730,,27300073,1.1.5.1.6,,C120000066
C2730100076,TROMPA ESFERA SORTEO (ACCESORIO),5,2703,2730,,27300076,1.1.5.1.6,,C120000068
C2730100077,TUBO ESFERA SORTEO (ACCESORIO),5,2703,2730,,27300077,1.1.5.1.6,,C120000070
C2730100078,VISOR,5,2703,2730,,27300078,1.1.5.1.6,,C120000072
C2730100079,ZAPATO DEPORTIVO Y ALETAS,5,2703,2730,,27300079,1.1.5.1.6,,C120000076
C2730100003,ARGOLLAS (GIMNASIA),5,2703,2730,,27300003,1.1.5.1.6,,C120000080
C2730100005,ARPON,5,2703,2730,,27300005,1.1.5.1.6,,C120000082
C2730100010,BALA BRONCE,5,2703,2730,,27300010,1.1.5.1.6,,C120000084
C2730100011,BALON FOOT-BALL AMERICANO O SOCCER,5,2703,2730,,27300011,1.1.5.1.6,,C120000086
C2730100012,BALON VOLI-BALL,5,2703,2730,,27300012,1.1.5.1.6,,C120000088
C2730100013,BALON WATER-POLO,5,2703,2730,,27300013,1.1.5.1.6,,C120000090
C2730100015,BARRA SALTO ALTURA,5,2703,2730,,27300015,1.1.5.1.6,,C120000092
C2730100017,BASE ARRANQUE PISTA,5,2703,2730,,27300017,1.1.5.1.6,,C120000094
C2730100018,BASTON CROMADO,5,2703,2730,,27300018,1.1.5.1.6,,C120000096
C2730100019,BASTON HOCKEY,5,2703,2730,,27300019,1.1.5.1.6,,C120000098
C2730100020,BAT BASE-BALL,5,2703,2730,,27300020,1.1.5.1.6,,C120000100
C2730100014,BANCO SALIDA NATACION,5,2703,2730,,27300014,1.1.5.1.6,,C120000102
C2730100021,BOLA BOLICHE Y BILLAR,5,2703,2730,,27300021,1.1.5.1.6,,C120000104
C2730100033,CHALECO SALVAVIDAS,5,2703,2730,,27300033,1.1.5.1.6,,C120000108
C2730100036,COLCHONETA GIMNASIA,5,2703,2730,,27300036,1.1.5.1.6,,C120000110
C2730100037,CONTADOR VUELTAS,5,2703,2730,,27300037,1.1.5.1.6,,C120000112
C2730100038,COSTAL BOX,5,2703,2730,,27300038,1.1.5.1.6,,C120000114
C2730100048,JABALINA,5,2703,2730,,27300048,1.1.5.1.6,,C120000118
C2730100059,PARAGUAS (QUITASOL SOMBRILLA),5,2703,2730,,27300059,1.1.5.1.6,,C120000122
C2730100060,PERA BOX (FIJA Y LOCA),5,2703,2730,,27300060,1.1.5.1.6,,C120000124
C2730100061,PERTIGA (SALTO DE ALTURA),5,2703,2730,,27300061,1.1.5.1.6,,C120000126
C2730100063,PIOLET,5,2703,2730,,27300063,1.1.5.1.6,,C120000128
C2730100067,REMO,5,2703,2730,,27300067,1.1.5.1.6,,C120000132
C2730100072,SKYS,5,2703,2730,,27300072,1.1.5.1.6,,C120000134
C2730100074,TACOS DE BILLAR,5,2703,2730,,27300074,1.1.5.1.6,,C120000138
C2730100075,TALQUERO MESA BOLICHE,5,2703,2730,,27300075,1.1.5.1.6,,C120000140
C2730100056,MOCHILA DE EXCURSION,5,2703,2730,,27300056,1.1.5.1.6,,C120000148
C2730100025,BOTADOR CON CINCO RESORTES,5,2703,2730,,27300025,1.1.5.1.6,,C120000150
C2730100055,MINI TRAMP,5,2703,2730,,27300055,1.1.5.1.6,,C120000152
C2730100051,LAMPARA CAMPAÑA (GAS GASOLINA PETROLEO BATERIA),5,2703,2730,,27300051,1.1.5.1.6,,C120000154
C2730100057,MOCHILA PARACAIDAS,5,2703,2730,,27300057,1.1.5.1.6,,C120000156
C2730100071,SILLA TIJERA,5,2703,2730,,27300071,1.1.5.1.6,,C120000158
C2730100044,FRENOS DE OCHO,5,2703,2730,,27300044,1.1.5.1.6,,C120000164
C2730100008,ASCENSOR JUMAR,5,2703,2730,,27300008,1.1.5.1.6,,C120000166
C2730100058,MOSQUETON CHICO Y GRANDE,5,2703,2730,,27300058,1.1.5.1.6,,C120000168
C2730100054,MARIMBA DESCENSO LENTO,5,2703,2730,,27300054,1.1.5.1.6,,C120000170
C2730100053,MANCUERNA,5,2703,2730,,27300053,1.1.5.1.6,,C120000172
C2730100016,BARRAS COMPONENTES DEL GIMNASIO UNIVERSAL,5,2703,2730,,27300016,1.1.5.1.6,,C120000174
C2730100041,ESCAFANDRA,5,2703,2730,,27300041,1.1.5.1.6,,C120000176
C2730100091,ARNES DOBLE PARA BUCEO,5,2703,2730,,,1.1.5.1.6,,C120000178
C2730100092,ARNES PORTA PLATO PARA BUCEO,5,2703,2730,,,1.1.5.1.6,,C120000180
C2730100093,BANDAS DOBLES PARA TANQUES DE BUCEO,5,2703,2730,,,1.1.5.1.6,,C120000182
C2730100094,BOQUILLA DE OXIGENO PARA BUCEO,5,2703,2730,,,1.1.5.1.6,,C120000184
C2730100095,COMPUTADORA TIPO PULSERA PARA BUCEO,5,2703,2730,,,1.1.5.1.6,,C120000186
C2730100096,LINTERNA SUBACUATICA,5,2703,2730,,,1.1.5.1.6,,C120000188
C2730100097,PLATO PARA TANQUES DOBLES DE BUCEO,5,2703,2730,,,1.1.5.1.6,,C120000190
C2730100098,PORTA ARNES PARA BUCEO,5,2703,2730,,,1.1.5.1.6,,C120000192
C2730100099,VALVULA MULTIPLE PARA TANQUE DE BUCEO,5,2703,2730,,,1.1.5.1.6,,C120000194
C2730100100,VENTILADOR PARA DESPLAZAMIENTO EN  BUCEO,5,2703,2730,,,1.1.5.1.6,,C120000196
C2230100004,APLANADOR MANUAL CARNE,5,2303,2230,,22300004,1.1.5.1.2,,C150000018
C2230100068,TAJO MADERA CARNE,5,2303,2230,,22300068,1.1.5.1.2,,C150000024
C2390100018,TARA,5,2301,2390,,23900018,1.1.4.4.9,,C150000026
C2230100027,CUCHARON DE LAMINA,5,2303,2230,,22300027,1.1.5.1.2,,C150000028
C2230100013,BURBUJA DE ACRILICO,5,2303,2230,,22300013,1.1.5.1.2,,C150000030
C2910100125,JUEGO DE PESAS DE CALIBRACION (ESTUCHE CON MASAS),5,2301,2910,,29100125,1.1.5.1.8,,C150000036
C2230100010,BOTELLON,5,2303,2230,,22300010,1.1.5.1.2,,C180000002
C2230100017,CANASTA (USO DOMESTICO),5,2303,2230,,22300017,1.1.5.1.2,,C180000004
C2230100022,COMAL,5,2303,2230,,22300022,1.1.5.1.2,,C180000006
C2230100023,COPA,5,2303,2230,,22300023,1.1.5.1.2,,C180000008
C2230100033,FRASCO,5,2303,2230,,22300033,1.1.5.1.2,,C180000010
C2230100060,PORTA-VASOS,5,2303,2230,,22300060,1.1.5.1.2,,C180000014
C2750100014,TAPETE PARA BAÑO,5,2701,2750,,27500014,1.1.5.1.6,,C180000016
C2230100077,UTENSILIOS DE METAL PARA COCINA TROQUELADOS,5,2303,2230,,22300077,1.1.5.1.2,,C180000018
C2230100081,VASO,5,2303,2230,,22300081,1.1.5.1.2,,C180000020
C2230100024,VASOS PLATOS CUBIERTOS DESECHABLES,5,2303,2230,,22300024,1.1.5.1.2,,C180000022
C2230100006,AZUCARERA,5,2303,2230,,22300006,1.1.5.1.2,,C180000024
C2230100007,BATERIA DE COCINA,5,2303,2230,,22300007,1.1.5.1.2,,C180000026
C2230100008,BOMBONERA,5,2303,2230,,22300008,1.1.5.1.2,,C180000028
C2230100009,BOTANERO,5,2303,2230,,22300009,1.1.5.1.2,,C180000030
C2230100012,BUDINERA,5,2303,2230,,22300012,1.1.5.1.2,,C180000032
C2230100015,CAJA GUARDAR CUBIERTOS,5,2303,2230,,22300015,1.1.5.1.2,,C180000034
C2230100018,CANASTILLA LAVADO LOZA,5,2303,2230,,22300018,1.1.5.1.2,,C180000036
C2730100032,CATRE,5,2703,2730,,27300032,1.1.5.1.6,,C180000038
C2230100020,CHAROLA,5,2303,2230,,22300020,1.1.5.1.2,,C180000042
C2230100021,COLADOR,5,2303,2230,,22300021,1.1.5.1.2,,C180000044
C2230100026,CUCHARA-HELADO,5,2303,2230,,22300026,1.1.5.1.2,,C180000046
C2230100025,CUCHARA MESA,5,2303,2230,,22300025,1.1.5.1.2,,C180000048
C2230100028,CUCHILLO COCINA,5,2303,2230,,22300028,1.1.5.1.2,,C180000050
C2230100030,DESCORCHADOR O TIRABUZON,5,2303,2230,,22300030,1.1.5.1.2,,C180000052
C2230100032,ENSALADERA,5,2303,2230,,22300032,1.1.5.1.2,,C180000054
C2230100086,ESCURRIDERA,5,2303,2920,,,1.1.5.1.8,,C180000056
C2920100013,ESPEJO PARED,5,2301,2920,,29200013,1.1.5.1.8,,C180000058
C2990100007,FLORERO,5,2301,2990,,29900007,1.1.5.1.8,,C180000060
C2230100034,FRUTERO (FUENTE) MESA,5,2303,2230,,22300034,1.1.5.1.2,,C180000062
C2230100035,GARABATO OLLAS,5,2303,2230,,22300035,1.1.5.1.2,,C180000064
C2230100036,HIELERA,5,2303,2230,,22300036,1.1.5.1.2,,C180000066
C2230100037,JARRA,5,2303,2230,,22300037,1.1.5.1.2,,C180000068
C2230100038,JARRO,5,2303,2230,,22300038,1.1.5.1.2,,C180000070
C2230100039,JARRON,5,2303,2230,,22300039,1.1.5.1.2,,C180000072
C2230100040,JUEGO CUBIERTOS,5,2303,2230,,22300040,1.1.5.1.2,,C180000074
C2230100041,JUEGO UTENSILIOS MANUALES,5,2303,2230,,22300041,1.1.5.1.2,,C180000076
C2230100042,LECHERA,5,2303,2230,,22300042,1.1.5.1.2,,C180000078
C2230100043,LICORERA,5,2303,2230,,22300043,1.1.5.1.2,,C180000080
C2990100009,MACETAS,5,2301,2990,,29900009,1.1.5.1.8,,C180000082
C2990100010,MACETERO,5,2301,2990,,29900010,1.1.5.1.8,,C180000084
C2230100050,OLLA,5,2303,2230,,22300050,1.1.5.1.2,,C180000086
C2230100051,OLLA EXPRESS,5,2303,2230,,22300051,1.1.5.1.2,,C180000088
C2230100052,PALILLERO,5,2303,2230,,22300052,1.1.5.1.2,,C180000090
C2990100014,PECERA,5,2301,2990,,29900014,1.1.5.1.8,,C180000092
C2990100015,PLANTAS ARTIFICIALES ADORNO,5,2301,2990,,29900015,1.1.5.1.8,,C180000094
C2230100055,PLATO,5,2303,2230,,22300055,1.1.5.1.2,,C180000096
C2230100057,PLATON,5,2303,2230,,22300057,1.1.5.1.2,,C180000098
C2230100058,PORTA GARRAFON,5,2303,2230,,22300058,1.1.5.1.2,,C180000100
C2230100059,PORTA SERVILLETAS,5,2303,2230,,22300059,1.1.5.1.2,,C180000102
C2230100061,RAYADOR MANUAL QUESO,5,2303,2230,,22300061,1.1.5.1.2,,C180000104
C2230100062,REFRACTARIO,5,2303,2230,,22300062,1.1.5.1.2,,C180000106
C2230100063,SAHUMERIO,5,2303,2230,,22300063,1.1.5.1.2,,C180000108
C2230100064,SALERO,5,2303,2230,,22300064,1.1.5.1.2,,C180000110
C2230100067,SOPERA,5,2303,2230,,22300067,1.1.5.1.2,,C180000114
C2230100069,TARRO,5,2303,2230,,22300069,1.1.5.1.2,,C180000118
C2230100070,TAZA,5,2303,2230,,22300070,1.1.5.1.2,,C180000120
C2230100071,TAZON,5,2303,2230,,22300071,1.1.5.1.2,,C180000122
C2230100072,TENEDOR MESA,5,2303,2230,,22300072,1.1.5.1.2,,C180000124
C2920100033,TIMBRE GOLPE,5,2301,2920,,29200033,1.1.5.1.8,,C180000126
C2230100076,TORTILLADORA MANUAL,5,2303,2230,,22300076,1.1.5.1.2,,C180000128
C2230100080,VAJILLA,5,2303,2230,,22300080,1.1.5.1.2,,C180000130
C2230100084,VINAGRERA,5,2303,2230,,22300084,1.1.5.1.2,,C180000134
C2230100085,WAFFLERA,5,2303,2230,,22300085,1.1.5.1.2,,C180000136
C2750100004,COJIN ALMOHADA,5,2301,2750,,27500004,1.1.5.1.6,,C180000138
C2360100001,AGUJA,5,2301,2360,,23600001,1.1.4.4.6,,C180000140
C2390100001,ALFILETERO,5,2301,2390,,23900001,1.1.4.4.9,,C180000142
C2230100003,ANAFRE,5,2303,2230,,22300003,1.1.5.1.2,,C180000144
C2370100001,ARCA ARCON MALETA,5,2301,2370,,23700001,1.1.4.4.7,,C180000146
C2480100014,PERSIANAS (TODO TIPO DE MATERIAL),5,2403,2480,,24800014,1.1.5.1.3,,C180000148
C2990100001,ACUARIO,5,2301,2990,,29900001,1.1.5.1.8,,C180000150
C2230100044,METATE,5,2303,2230,,22300044,1.1.5.1.2,,C180000152
C2710100101,MOISES (PORTA BEBE),5,2701,2710,,27100101,1.1.5.1.6,,C180000154
C2230100046,MOLDE (GELATINA HELADO PAN ETC),5,2303,2230,,22300046,1.1.5.1.2,,C180000156
C2230100045,MOLCAJETE,5,2303,2230,,22300045,1.1.5.1.2,,C180000158
C2110100012,ARBOL DE NAVIDAD SINTETICO,5,2101,2110,,21100012,1.1.5.1.1,,C180000160
C2110100062,CIGARRERA,5,2101,2110,,21100062,1.1.5.1.1,,C180000162
C2990100016,PORTA-PAÑUELOS,5,2301,2990,,29900016,1.1.5.1.8,,C180000166
C2160100045,PLANCHA,5,2102,2160,,21600045,1.1.5.1.1,,C180000168
C2110100193,SALAMANDRA,5,2101,2110,,21100193,1.1.5.1.1,,C180000170
C2720100011,ENTRADAS GIRATORIAS,5,2301,2720,,27200011,1.1.5.1.6,,C180000172
C2540100044,BACINICAS,5,2505,2540,,25400044,1.1.5.1.4,,C180000174
C2110100042,CARPETAS PARA EXPEDIENTE MEDICO,5,2101,2110,,21100042,1.1.5.1.1,,C180000176
C2540100506,TORUNDERO,5,2505,2540,,25400506,1.1.5.1.4,,C180000178
C2230100082,VASO CON TAPA,5,2303,2230,,22300082,1.1.5.1.2,,C180000180
C2540100537,VASO PARA MEDICAMENTOS,5,2505,2540,,25400537,1.1.5.1.4,,C180000182
C2540100362,PICHONERA PARA BACINICAS,5,2505,2540,,25400362,1.1.5.1.4,,C180000184
C2230100002,AGUAMANIL,5,2303,2230,,22300002,1.1.5.1.2,,C180000186
C2230100016,CAJETE ESCUDILLA O CUENCO,5,2303,2230,,22300016,1.1.5.1.2,,C180000190
C2230100019,CAZO,5,2303,2230,,22300019,1.1.5.1.2,,C180000192
C2230100065,SARTEN ELECTRICO,5,2303,2230,,22300065,1.1.5.1.2,,C180000196
C2230100073,TETERA,5,2303,2230,,22300073,1.1.5.1.2,,C180000198
C2230100074,THERMO,5,2303,2230,,22300074,1.1.5.1.2,,C180000200
C2230100075,TIBOR,5,2303,2230,,22300075,1.1.5.1.2,,C180000204
C2980100029,TAPADORA DE PULPA DE ACERO,5,2301,2980,,29800029,1.1.5.1.8,,C180000206
C2230100001,ABRELATAS (MANUAL O ELECTRICO),5,2303,2230,,22300001,1.1.5.1.2,,C180000208
C2230100011,BRASERO,5,2303,2230,,22300011,1.1.5.1.2,,C180000210
C2230100054,PICAHIELO,5,2303,2230,,22300054,1.1.5.1.2,,C180000212
C2910100057,CUENTA HILOS,5,2301,2910,,29100057,1.1.5.1.8,,C180000214
C2910100258,SECADORA CABELLO (PISTOLA),5,2301,2910,,29100258,1.1.5.1.8,,C180000218
C2710100123,PROBADOR DE CALZADO,5,2701,2710,,27100123,1.1.5.1.6,,C180000220
C2230100029,CUCHILLO ELECTRICO (COCINA),5,2303,2230,,22300029,1.1.5.1.2,,C180000224
C2230100014,CAFETERA (UTENSILIO),5,2303,2230,,22300014,1.1.5.1.2,,C180000228
C2230100087,VENTILADOR PORTATIL,5,2301,5190,,,1.1.5.1.8,,C180000230
C2110100001,ABRECARTAS,5,2101,2110,,21100001,1.1.5.1.1,,C210000004
C2110100004,AFILAMINAS,5,2101,2110,,21100004,1.1.5.1.1,,C210000006
C2110100008,ALBUM,5,2101,2110,,21100008,1.1.5.1.1,,C210000008
C2110100010,APARATO AUTOMATICO PARA FIJAR CHINCHES,5,2101,2110,,21100010,1.1.5.1.1,,C210000010
C2110100011,APOYABRAZOS,5,2101,2110,,21100011,1.1.5.1.1,,C210000012
C2110100014,ATRIL MECANOGRAFICO,5,2101,2110,,21100014,1.1.5.1.1,,C210000014
C2110100015,BARRA LISTERO (PORTA LISTAS O BARRA ROTAFO LIO),5,2101,2110,,21100015,1.1.5.1.1,,C210000016
C2110100017,BASE AGENDA,5,2101,2110,,21100017,1.1.5.1.1,,C210000018
C2110100018,BASE CALENDARIO,5,2101,2110,,21100018,1.1.5.1.1,,C210000020
C2110100021,BASE PLANOS,5,2101,2110,,21100021,1.1.5.1.1,,C210000022
C2110100026,BOLIGRAFOS PLUMONES Y MARCADORES,5,2101,2110,,21100026,1.1.5.1.1,,C210000024
C2110100028,BOLSA LIBRETA,5,2101,2110,,21100028,1.1.5.1.1,,C210000026
C2110100030,BORRADOR,5,2101,2110,,21100030,1.1.5.1.1,,C210000028
C2110100035,CALAVERA BORRADOR,5,2101,2110,,21100035,1.1.5.1.1,,C210000030
C2110100040,CARPETA ESCRITORIO,5,2101,2110,,21100040,1.1.5.1.1,,C210000032
C2110100055,CENICERO,5,2101,2110,,21100055,1.1.5.1.1,,C210000034
C2110100063,CINTA ADHESIVA (DIUREX),5,2101,2110,,21100063,1.1.5.1.1,,C210000036
C2110100067,CINTA ROTULADOR,5,2101,2110,,21100067,1.1.5.1.1,,C210000038
C2110100068,CINTAS PARA MAQUINAS DE OFICINA,5,2101,2110,,21100068,1.1.5.1.1,,C210000040
C2110100069,CLIPS,5,2101,2110,,21100069,1.1.5.1.1,,C210000042
C2110100072,COJIN SELLO,5,2101,2110,,21100072,1.1.5.1.1,,C210000044
C2110100073,COJIN SILLON,5,2101,2110,,21100073,1.1.5.1.1,,C210000046
C2110100074,CONO CONTABILIDAD ARCHIVO DE CUENTA,5,2101,2110,,21100074,1.1.5.1.1,,C210000048
C2110100075,CORRECTOR ESTENCIL,5,2101,2110,,21100075,1.1.5.1.1,,C210000050
C2110100077,CORRECTORES PARA MAQUINA DE ESCRIBIR,5,2101,2110,,21100077,1.1.5.1.1,,C210000052
C2110100083,DEDAL HULE,5,2101,2110,,21100083,1.1.5.1.1,,C210000054
C2110100084,DESENGRAPADORA,5,2101,2110,,21100084,1.1.5.1.1,,C210000056
C2110100087,DIRECTOGRAFO,5,2101,2110,,21100087,1.1.5.1.1,,C210000058
C2110100095,ELEMENTOS IMPRESION (ESF. Y MARGARITAS MAQ. ESC. ELECTRICA.),5,2101,2110,,21100095,1.1.5.1.1,,C210000060
C2110100090,ENTREPAÑO,5,2101,2110,,21100090,1.1.5.1.1,,C210000062
C2110100096,ESPACIADOR IMPRESION,5,2101,2110,,21100096,1.1.5.1.1,,C210000064
C2110100097,ESPIRAL PLASTICO,5,2101,2110,,21100097,1.1.5.1.1,,C210000066
C2110100098,ESPONJERO,5,2101,2110,,21100098,1.1.5.1.1,,C210000068
C2110100107,FUNDA MAQUINA,5,2101,2110,,21100107,1.1.5.1.1,,C210000070
C2170100001,GIS,5,2103,2170,,21700001,1.1.5.1.1,,C210000072
C2110100109,GRAPA,5,2101,2110,,21100109,1.1.5.1.1,,C210000074
C2110100110,HERRAJE METALICO ENCUADERNACION,5,2101,2110,,21100110,1.1.5.1.1,,C210000076
C2110100111,INDICE ALFABETICO,5,2101,2110,,21100111,1.1.5.1.1,,C210000078
C2110100112,JUEGO DADOS (RESELLOS CREDENCIALES),5,2101,2110,,21100112,1.1.5.1.1,,C210000080
C2110100023,LAPICES BICOLORES Y CRAYONES,5,2101,2110,,21100023,1.1.5.1.1,,C210000082
C2110100124,LIGA,5,2101,2110,,21100124,1.1.5.1.1,,C210000084
C2110100125,LIMPIA TIPOS,5,2101,2110,,21100125,1.1.5.1.1,,C210000086
C2110100151,PAPELERA,5,2101,2110,,21100151,1.1.5.1.1,,C210000090
C2110100170,PORTA CLIPS,5,2101,2110,,21100170,1.1.5.1.1,,C210000092
C2110100172,PORTA LAPICES,5,2101,2110,,21100172,1.1.5.1.1,,C210000096
C2110100173,PORTA MINAS,5,2101,2110,,21100173,1.1.5.1.1,,C210000098
C2110100174,PORTA TARJETAS,5,2101,2110,,21100174,1.1.5.1.1,,C210000100
C2110100029,PORTAFOLIOS MALETIN Y BOLSA CARTERA,5,2101,2110,,21100029,1.1.5.1.1,,C210000102
C2110100176,PORTALIBROS,5,2101,2110,,21100176,1.1.5.1.1,,C210000104
C2110100177,PORTASELLOS,5,2101,2110,,21100177,1.1.5.1.1,,C210000106
C2110100249,REFACCIONES PARA MAQUINAS DE OFICINA,5,2101,2110,,,1.1.5.1.1,,C210000108
C2110100188,REPUESTO BOLIGRAFO,5,2101,2110,,21100188,1.1.5.1.1,,C210000110
C2110100196,SEÑAL KARDEX,5,2101,2110,,21100196,1.1.5.1.1,,C210000112
C2110100209,TABLA REGISTRO CON CLIP SUJETADOR,5,2101,2110,,21100209,1.1.5.1.1,,C210000114
C2110100212,TAPETE,5,2101,2110,,21100212,1.1.5.1.1,,C210000116
C2110100221,TINTERO,5,2101,2110,,21100221,1.1.5.1.1,,C210000118
C2110100225,TIRILLA KARDEX,5,2101,2110,,21100225,1.1.5.1.1,,C210000120
C2110100085,DESPACHADOR INTEGRADOR CINTA ADHESIVA,5,2101,2110,,21100085,1.1.5.1.1,,C210000130
C2110100086,DESPACHADOR PAPEL,5,2101,2110,,21100086,1.1.5.1.1,,C210000132
C2110100089,ENGRAPADORA,5,2101,2110,,21100089,1.1.5.1.1,,C210000134
C2110100113,JUEGO ESCRITORIO,5,2101,2110,,21100113,1.1.5.1.1,,C210000136
C2110100116,LAMINA GRAFICADO POSTER DIBUJO BOSQUEJO LITOGRAFIA,5,2101,2110,,21100116,1.1.5.1.1,,C210000142
C2130100001,MAPA,5,2104,2130,,21300001,1.1.5.1.1,,C210000146
C2110100155,PERFORADORA,5,2101,2110,,21100155,1.1.5.1.1,,C210000148
C2110100156,PICHONERA PARA SEPARAR CARTAS BOLETOS ETC.,5,2101,2110,,21100156,1.1.5.1.1,,C210000150
C2130100002,PLANO,5,2104,2130,,21300002,1.1.5.1.1,,C210000170
C5190100281,PODIUM MADERA,5,2101,2110,,21100168,1.1.5.1.1,,C210000172
C2110100191,ROTULADOR (DIMO),5,2101,2110,,21100191,1.1.5.1.1,,C210000176
C2110100216,TIJERAS,5,2101,2110,,21100216,1.1.5.1.1,,C210000180
C2110100037,CALIGRAFO,5,2101,2110,,21100037,1.1.5.1.1,,C210000186
C2110100060,CHAROLA PAPELERA,5,2101,2110,,21100060,1.1.5.1.1,,C210000188
C2110100180,PROTECTOR CHEQUES,5,2101,2110,,21100180,1.1.5.1.1,,C210000190
C2110100181,PUNTILLA LAPICES,5,2101,2110,,21100181,1.1.5.1.1,,C210000192
C2110100003,ACRILETA,5,2101,2110,,21100003,1.1.5.1.1,,C210000194
C2110100194,SELLO DE GOMA,5,2101,2110,,21100194,1.1.5.1.1,,C210000196
C2110100195,SELLO MECANICO,5,2101,2110,,21100195,1.1.5.1.1,,C210000198
C2110100101,ESTUCHE JUEGO DE GEOMETRIA,5,2101,2110,,21100101,1.1.5.1.1,,C210000200
C2110100009,ALFILER PARA SEÑALIZACION EN MAPA,5,2101,2110,,21100009,1.1.5.1.1,,C210000202
C2110100031,BORRADOR PARA PIZARRON,5,2101,2110,,21100031,1.1.5.1.1,,C210000204
C2110100182,REFUERZO (PARA PERFORACION EN PAPEL),5,2101,2110,,21100182,1.1.5.1.1,,C210000206
C2110100032,BROCHES PARA FOLDER,5,2101,2110,,21100032,1.1.5.1.1,,C210000208
C2110100036,CALENDARIO DE ESCRITORIO,5,2101,2110,,21100036,1.1.5.1.1,,C210000210
C2110100165,PLUMAS ATOMICAS Y FUENTE,5,2101,2110,,21100165,1.1.5.1.1,,C210000212
C2110100206,STENCIL,5,2101,2110,,21100206,1.1.5.1.1,,C210000214
C2110100005,AGENDA,5,2101,2110,,21100005,1.1.5.1.1,,C210000216
C2110100088,DIRECTORIO TELEFONICO P/ESCRITORIO,5,2101,2110,,21100088,1.1.5.1.1,,C210000218
C2110100179,POSTES DE ALUMINIO,5,2101,2110,,21100179,1.1.5.1.1,,C210000220
C2110100057,CESTO DE PLASTICO,5,2101,2110,,21100057,1.1.5.1.1,,C210000222
C2110100210,TAJALAPIZ (SACAPUNTAS ELECTRICO O MANUAL),5,2101,2110,,21100210,1.1.5.1.1,,C210000224
C2110100105,FOLIADORES,5,2101,2110,,21100105,1.1.5.1.1,,C210000226
C2120100009,CLICHE,5,2105,2120,,21200009,1.1.5.1.1,,C210000228
C2110100130,MOCHILA PARA REPARTO DE CORRESPONDENCIA,5,2101,2110,,21100130,1.1.5.1.1,,C210000230
C2110100162,PINZAS DE RESELLO DE CREDENCIALES,5,2101,2110,,21100162,1.1.5.1.1,,C210000232
C2110100080,CUBIERTA PARA ENGARGOLAR,5,2101,2110,,21100080,1.1.5.1.1,,C210000234
C2110100153,PEGAMENTO EN TUBO,5,2101,2110,,21100153,1.1.5.1.1,,C210000236
C2110100154,PEGAMENTO LIQUIDO,5,2101,2110,,21100154,1.1.5.1.1,,C210000238
C2110100171,PORTA GAFETES,5,2101,2110,,21100171,1.1.5.1.1,,C210000240
C2110100197,SEPARADORES DE PLASTICO O CARTULINA,5,2101,2110,,21100197,1.1.5.1.1,,C210000242
C2110100147,PAPEL PARA FOTOCOPIADORA,5,2101,2110,,21100147,1.1.5.1.1,,C210000244
C2120100001,ACETATO PARA FOTOCOPIADORA,5,2105,2120,,21200001,1.1.5.1.1,,C210000246
C2110100146,PAPEL PARA FAX,5,2101,2110,,21100146,1.1.5.1.1,,C210000248
C2110100056,CESTO BASURA,5,2101,2110,,21100056,1.1.5.1.1,,C210000250
C2110100013,ARENERO,5,2101,2110,,21100013,1.1.5.1.1,,C210000252
